id,event_id,latitude,longitude,type,area,date_time,slope,state,county,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,VEG,canopy,event_url,fccs_number,owner,sf_event_guid,sf_server,sf_stream_name
SF11C173753817327541150,SF11E1056918,42.572,-123.474,WF,0.00361304308425,201506290000Z,10.0,OR,,USA,41033,2810001000,0.3,1.4,1.8,0.8,2.5,0.0,2.43,0.14,3.2,1.0,0.06,7.0,8.0,9.0,12.0,80.0,40.0,12.3096741305,4.01849766826,2.73640712182,1.61117683956,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,9.700529000000001,0.0007240000000000007,0.0008540000000000006,0.008320999999999993,0.10732799999999997,0.00040300000000000036,0.000125,0.00012499999999999995,5.5e-05,0.0019640000000000013,Jeffrey pine - Ponderosa pine - Douglas-fir - Black oak forest,8.33,http://playground.dri.edu/smartfire/events/113edd95-e91f-43db-9bfc-f8124d893053,16,,113edd95-e91f-43db-9bfc-f8124d893053,playground.dri.edu,realtime
SF11C173753817327541150,SF11E1056918,42.572,-123.474,WF,0.00361304308425,201506300000Z,10.0,OR,,USA,41033,2810001000,0.3,1.4,1.8,0.8,2.5,0.0,2.43,0.14,3.2,1.0,0.06,7.0,8.0,9.0,12.0,80.0,40.0,12.3096741305,4.01849766826,2.73640712182,1.61117683956,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,9.700529000000001,0.0007240000000000007,0.0008540000000000006,0.008320999999999993,0.10732799999999997,0.00040300000000000036,0.000125,0.00012499999999999995,5.5e-05,0.0019640000000000013,Jeffrey pine - Ponderosa pine - Douglas-fir - Black oak forest,8.33,http://playground.dri.edu/smartfire/events/113edd95-e91f-43db-9bfc-f8124d893053,16,,113edd95-e91f-43db-9bfc-f8124d893053,playground.dri.edu,realtime
SF11C18569746369834450,SF11E1098567,42.708,-122.193,WF,0.331195616056,201506290000Z,10.0,OR,,USA,41035,2810001000,0.2,0.2,0.4,0.2,6.0,2.5,0.16,0.08,24.5,2.0,0.02,7.0,8.0,9.0,12.0,80.0,40.0,11.8818187809,17.1986441554,23.811730098,18.0255331964,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,105048.05540200001,0.25414000000000014,0.29989500000000013,3.131373999999999,25.379447999999996,0.14882799999999993,0.021831999999999987,0.05098499999999998,0.017143999999999993,0.732959,Pacific silver fir - Mountain hemlock forest,9.38,http://playground.dri.edu/smartfire/events/ebdb38e1-8a2a-454a-b6d2-1468ae5c435a,238,,ebdb38e1-8a2a-454a-b6d2-1468ae5c435a,playground.dri.edu,realtime
SF11C18569746369834450,SF11E1098567,42.708,-122.193,WF,0.331195616056,201506300000Z,10.0,OR,,USA,41035,2810001000,0.2,0.2,0.4,0.2,6.0,2.5,0.16,0.08,24.5,2.0,0.02,7.0,8.0,9.0,12.0,80.0,40.0,11.8818187809,17.1986441554,23.811730098,18.0255331964,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,105048.05540200001,0.25414000000000014,0.29989500000000013,3.131373999999999,25.379447999999996,0.14882799999999993,0.021831999999999987,0.05098499999999998,0.017143999999999993,0.732959,Pacific silver fir - Mountain hemlock forest,9.38,http://playground.dri.edu/smartfire/events/ebdb38e1-8a2a-454a-b6d2-1468ae5c435a,238,,ebdb38e1-8a2a-454a-b6d2-1468ae5c435a,playground.dri.edu,realtime
SF11C185701517262583870,SF11E1098181,37.722,-113.037,WF,0.0106837295502,201506290000Z,10.0,UT,,USA,49021,2810001000,0.2,0.4,1.0,0.3,0.0,0.0,0.54,0.09,0.4,0.2,0.01,7.0,8.0,9.0,12.0,80.0,40.0,4.40483572338,0.8542109549,0.521567300854,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,29.336541999999994,0.0005800000000000004,0.0006800000000000005,0.006461000000000004,0.09808,0.0003170000000000004,0.000126,9.499999999999999e-05,5.2000000000000004e-05,0.001533999999999999,Pinyon - Juniper forest,1.28,http://playground.dri.edu/smartfire/events/cd030e75-ff53-4a24-b219-fa8ddd494280,210,,cd030e75-ff53-4a24-b219-fa8ddd494280,playground.dri.edu,realtime
SF11C185701517262583870,SF11E1098181,37.722,-113.037,WF,0.0106837295502,201506300000Z,10.0,UT,,USA,49021,2810001000,0.2,0.4,1.0,0.3,0.0,0.0,0.54,0.09,0.4,0.2,0.01,7.0,8.0,9.0,12.0,80.0,40.0,4.40483572338,0.8542109549,0.521567300854,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,29.336541999999994,0.0005800000000000004,0.0006800000000000005,0.006461000000000004,0.09808,0.0003170000000000004,0.000126,9.499999999999999e-05,5.2000000000000004e-05,0.001533999999999999,Pinyon - Juniper forest,1.28,http://playground.dri.edu/smartfire/events/cd030e75-ff53-4a24-b219-fa8ddd494280,210,,cd030e75-ff53-4a24-b219-fa8ddd494280,playground.dri.edu,realtime
SF11C18570296369834450,SF11E1098340,31.418,-111.242,WF,12.2542378003,201506290000Z,10.0,AZ,,USA,04023,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.4,0.0,0.0,0.1,7.0,8.0,9.0,12.0,80.0,40.0,1.15177624181,0.0637508449411,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,9756533.843602998,0.115746,0.13657400000000003,1.17754,24.372373,0.061619999999999994,0.03486899999999999,0.01969,0.014598999999999999,0.283062,Mesquite savanna,0.21,http://playground.dri.edu/smartfire/events/ef0a7fe7-f2e7-4034-b5b3-0669cf39cab5,232,,ef0a7fe7-f2e7-4034-b5b3-0669cf39cab5,playground.dri.edu,realtime
SF11C18570296369834450,SF11E1098340,31.418,-111.242,WF,12.2542378003,201506300000Z,10.0,AZ,,USA,04023,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.4,0.0,0.0,0.1,7.0,8.0,9.0,12.0,80.0,40.0,1.15177624181,0.0637508449411,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,9756533.843602998,0.115746,0.13657400000000003,1.17754,24.372373,0.061619999999999994,0.03486899999999999,0.01969,0.014598999999999999,0.283062,Mesquite savanna,0.21,http://playground.dri.edu/smartfire/events/ef0a7fe7-f2e7-4034-b5b3-0669cf39cab5,232,,ef0a7fe7-f2e7-4034-b5b3-0669cf39cab5,playground.dri.edu,realtime
SF11C18572974246556530,SF11E1098547,61.486,-149.115,WF,0.496793424086,201506290000Z,10.0,Unknown,,Unknown,02170,2810001000,0.3,0.5,1.5,2.0,0.0,0.0,0.7,0.02,0.5,5.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,14.5424579654,23.4381595196,27.9374709794,48.7715686167,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,298467.121732,0.47638099999999983,0.5621360000000001,5.872637000000003,47.414456999999985,0.27903399999999995,0.040629,0.095621,0.03204600000000001,1.3744959999999997,White spruce forest,9.69,http://playground.dri.edu/smartfire/events/18b3ae33-2970-4d91-97d5-ae7e54f2587f,101,,18b3ae33-2970-4d91-97d5-ae7e54f2587f,playground.dri.edu,realtime
SF11C18572974246556530,SF11E1098547,61.486,-149.115,WF,0.496793424086,201506300000Z,10.0,Unknown,,Unknown,02170,2810001000,0.3,0.5,1.5,2.0,0.0,0.0,0.7,0.02,0.5,5.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,14.5424579654,23.4381595196,27.9374709794,48.7715686167,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,298467.121732,0.47638099999999983,0.5621360000000001,5.872637000000003,47.414456999999985,0.27903399999999995,0.040629,0.095621,0.03204600000000001,1.3744959999999997,White spruce forest,9.69,http://playground.dri.edu/smartfire/events/18b3ae33-2970-4d91-97d5-ae7e54f2587f,101,,18b3ae33-2970-4d91-97d5-ae7e54f2587f,playground.dri.edu,realtime
SF11C18573014246556530,SF11E1098515,45.327,-121.786,WF,0.496793424084,201506290000Z,10.0,OR,,USA,41005,2810001000,1.5,2.6,2.5,2.0,3.7,7.0,2.23,0.14,32.7,1.5,0.02,7.0,8.0,9.0,12.0,80.0,40.0,19.0893555815,15.8028836496,22.7881276504,10.1697019831,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,325644.31799400004,0.38733200000000007,0.45704599999999995,4.7019400000000005,42.303992999999984,0.22508000000000003,0.04032100000000001,0.07670799999999998,0.028044999999999997,1.1026779999999998,Douglas-fir - Western Hemlock - Western redcedar / Vine maple forest,10.6,http://playground.dri.edu/smartfire/events/66f686b7-e8c8-4935-b2ed-53493a793d14,9,,66f686b7-e8c8-4935-b2ed-53493a793d14,playground.dri.edu,realtime
SF11C18573014246556530,SF11E1098515,45.327,-121.786,WF,0.496793424084,201506300000Z,10.0,OR,,USA,41005,2810001000,1.5,2.6,2.5,2.0,3.7,7.0,2.23,0.14,32.7,1.5,0.02,7.0,8.0,9.0,12.0,80.0,40.0,19.0893555815,15.8028836496,22.7881276504,10.1697019831,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,325644.31799400004,0.38733200000000007,0.45704599999999995,4.7019400000000005,42.303992999999984,0.22508000000000003,0.04032100000000001,0.07670799999999998,0.028044999999999997,1.1026779999999998,Douglas-fir - Western Hemlock - Western redcedar / Vine maple forest,10.6,http://playground.dri.edu/smartfire/events/66f686b7-e8c8-4935-b2ed-53493a793d14,9,,66f686b7-e8c8-4935-b2ed-53493a793d14,playground.dri.edu,realtime
SF11C18573224246556530,SF11E1098408,34.474,-112.882,WF,9.93586848676,201506290000Z,10.0,AZ,,USA,04025,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.4,0.0,0.0,0.1,7.0,8.0,9.0,12.0,80.0,40.0,1.15177624181,0.0637508449411,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,6414088.602019,0.09384899999999997,0.11073300000000001,0.954763,19.761396999999995,0.049964,0.028271,0.015965999999999998,0.011839,0.229507,Mesquite savanna,0.21,http://playground.dri.edu/smartfire/events/7e7c8376-c9e5-46da-b9d4-a9ce59ddf17e,232,,7e7c8376-c9e5-46da-b9d4-a9ce59ddf17e,playground.dri.edu,realtime
SF11C18573224246556530,SF11E1098408,34.474,-112.882,WF,9.93586848676,201506300000Z,10.0,AZ,,USA,04025,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.4,0.0,0.0,0.1,7.0,8.0,9.0,12.0,80.0,40.0,1.15177624181,0.0637508449411,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,6414088.602019,0.09384899999999997,0.11073300000000001,0.954763,19.761396999999995,0.049964,0.028271,0.015965999999999998,0.011839,0.229507,Mesquite savanna,0.21,http://playground.dri.edu/smartfire/events/7e7c8376-c9e5-46da-b9d4-a9ce59ddf17e,232,,7e7c8376-c9e5-46da-b9d4-a9ce59ddf17e,playground.dri.edu,realtime
SF11C18577002123278380,SF11E1096093,24.011,-77.619,RX,99.9999997516,201506290000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,,,,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,,,,,,,,,,,http://playground.dri.edu/smartfire/events/ee227170-b340-42a5-861f-31a81dae231a,,,ee227170-b340-42a5-861f-31a81dae231a,playground.dri.edu,realtime
SF11C18577012123278380,SF11E1125760,25.401,-80.568,WF,1218.13747648,201506290000Z,10.0,FL,,USA,12025,2810001000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,7.0,8.0,9.0,12.0,80.0,40.0,4.49737652765,0.454668999086,0.377699375083,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,42491996279.823326,56.72297599999999,66.93310799999999,606.0995140000003,10448.244068000004,30.91902500000001,14.177112999999997,10.062397999999998,6.361104,144.64696100000003,Urban,0.0,http://playground.dri.edu/smartfire/events/6cba261b-df8b-475d-a779-98637032e7ce,0,,6cba261b-df8b-475d-a779-98637032e7ce,playground.dri.edu,realtime
SF11C18577012123278380,SF11E1125760,25.401,-80.568,WF,1218.13747648,201506300000Z,10.0,FL,,USA,12025,2810001000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,7.0,8.0,9.0,12.0,80.0,40.0,4.49737652765,0.454668999086,0.377699375083,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,42491996279.823326,56.72297599999999,66.93310799999999,606.0995140000003,10448.244068000004,30.91902500000001,14.177112999999997,10.062397999999998,6.361104,144.64696100000003,Urban,0.0,http://playground.dri.edu/smartfire/events/6cba261b-df8b-475d-a779-98637032e7ce,0,,6cba261b-df8b-475d-a779-98637032e7ce,playground.dri.edu,realtime
SF11C18577022123278380,SF11E1098363,35.593,-76.76,RX,99.9999997516,201506290000Z,10.0,NC,,USA,37013,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.48236738577,0.430136575756,0.332945533864,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1570210883.0850549,4.530089,5.345512000000001,48.189126,845.5723510000001,2.4639460000000004,1.153899,0.8005550000000003,0.5139239999999999,11.507897000000002,Urban,0.0,http://playground.dri.edu/smartfire/events/28f2b34d-63ed-492c-a108-0da5d698e6ec,0,,28f2b34d-63ed-492c-a108-0da5d698e6ec,playground.dri.edu,realtime
SF11C18577032123278380,SF11E1098631,36.231,-76.591,RX,99.9999997516,201506290000Z,10.0,NC,,USA,37041,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.48236738577,0.430136575756,0.332945533864,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1570210883.0850549,4.530089,5.345512000000001,48.189126,845.5723510000001,2.4639460000000004,1.153899,0.8005550000000003,0.5139239999999999,11.507897000000002,Urban,0.0,http://playground.dri.edu/smartfire/events/7bd6682b-a7c1-41a4-939b-15e531223ddf,0,,7bd6682b-a7c1-41a4-939b-15e531223ddf,playground.dri.edu,realtime
SF11C18577042123278380,SF11E1098538,27.383,-80.38,RX,99.9999997516,201506290000Z,10.0,FL,,USA,12111,2810015000,0.08,0.35,0.4,1.0,0.0,0.0,4.86,0.16,0.0,0.4,0.04,10.0,12.0,12.0,22.0,130.0,150.0,6.95899243316,0.462087377634,0.0083928461189,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,2423852265.6425214,5.848589000000002,6.901327000000001,59.85052,1213.5606220000006,3.1225640000000006,1.7267909999999997,0.9999759999999999,0.728088,14.374719,Longleaf pine - Slash pine / Gallberry forest,1.99,http://playground.dri.edu/smartfire/events/ccd3a397-9089-45b6-84b2-939b8717bbf6,191,,ccd3a397-9089-45b6-84b2-939b8717bbf6,playground.dri.edu,realtime
SF11C18577052123278380,SF11E1128633,25.993,-80.945,WF,936.269503541,201506290000Z,10.0,FL,,USA,12021,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.5,0.9,7.0,8.0,9.0,12.0,80.0,40.0,3.22842767621,0.204147509274,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,22098935656.12613,25.184063000000002,29.717195000000004,257.189776,5252.776866000001,13.432757000000002,7.488424000000002,4.298442,3.149541,61.790060999999994,Sawgrass - Muhlenbergia grassland,0.0,http://playground.dri.edu/smartfire/events/2fa04f70-d279-46d3-9e1b-aff5f1a9b9df,203,,2fa04f70-d279-46d3-9e1b-aff5f1a9b9df,playground.dri.edu,realtime
SF11C18577052123278380,SF11E1128633,25.993,-80.945,WF,936.269503541,201506300000Z,10.0,FL,,USA,12021,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.5,0.9,7.0,8.0,9.0,12.0,80.0,40.0,3.22842767621,0.204147509274,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,22098935656.12613,25.184063000000002,29.717195000000004,257.189776,5252.776866000001,13.432757000000002,7.488424000000002,4.298442,3.149541,61.790060999999994,Sawgrass - Muhlenbergia grassland,0.0,http://playground.dri.edu/smartfire/events/2fa04f70-d279-46d3-9e1b-aff5f1a9b9df,203,,2fa04f70-d279-46d3-9e1b-aff5f1a9b9df,playground.dri.edu,realtime
SF11C18577062123278380,SF11E1098398,35.959,-77.002,RX,74.9999998137,201506290000Z,10.0,NC,,USA,37015,2810015000,0.1,0.2,1.5,1.5,1.5,0.0,1.9,0.01,1.0,1.0,0.0,10.0,12.0,12.0,22.0,130.0,150.0,4.19817649732,0.755319465083,0.532148604253,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1056593621.3351381,3.895518,4.596711000000002,42.862628,653.721603,2.1540499999999994,0.849501,0.7086319999999999,0.4030350000000001,10.186515000000004,Willow oak - Laurel oak - Water oak forest,23.15,http://playground.dri.edu/smartfire/events/d96682dc-8fc4-4270-85fb-f8f6c57b4cc9,283,,d96682dc-8fc4-4270-85fb-f8f6c57b4cc9,playground.dri.edu,realtime
SF11C18577072123278380,SF11E1098603,36.128,-77.04,RX,69.9999998261,201506290000Z,10.0,NC,,USA,37015,2810015000,1.2,0.84,0.25,0.5,0.0,0.0,2.0,0.09,1.0,1.0,0.02,10.0,12.0,12.0,22.0,130.0,150.0,3.52235095457,0.397336407411,0.199929859981,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,798987532.5083861,2.4894119999999993,2.937505000000001,26.476312,464.921475,1.3538900000000003,0.6345949999999999,0.43985699999999994,0.28255,6.322902999999999,Loblolly pine - Slash pine forest,3.17,http://playground.dri.edu/smartfire/events/cf756115-87ab-4726-9a27-7786e59fb57c,161,,cf756115-87ab-4726-9a27-7786e59fb57c,playground.dri.edu,realtime
SF11C18577082123278380,SF11E1103738,27.507,-80.569,RX,99.9999997516,201506290000Z,10.0,FL,,USA,12111,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.48236738577,0.430136575756,0.332945533864,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1570210883.0850549,4.530089,5.345512000000001,48.189126,845.5723510000001,2.4639460000000004,1.153899,0.8005550000000003,0.5139239999999999,11.507897000000002,Urban,0.0,http://playground.dri.edu/smartfire/events/73e0f19d-c8d8-4239-869b-9d7fc8925656,0,,73e0f19d-c8d8-4239-869b-9d7fc8925656,playground.dri.edu,realtime
SF11C18577092123278380,SF11E1105117,35.517,-77.854,RX,74.9999998137,201506290000Z,10.0,NC,,USA,37191,2810015000,0.1,0.2,1.5,1.5,1.5,0.0,1.9,0.01,1.0,1.0,0.0,10.0,12.0,12.0,22.0,130.0,150.0,4.19817649732,0.755319465083,0.532148604253,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1056593621.3351381,3.895518,4.596711000000002,42.862628,653.721603,2.1540499999999994,0.849501,0.7086319999999999,0.4030350000000001,10.186515000000004,Willow oak - Laurel oak - Water oak forest,23.15,http://playground.dri.edu/smartfire/events/5f909675-5ec7-4fb7-ba47-8661082a28bc,283,,5f909675-5ec7-4fb7-ba47-8661082a28bc,playground.dri.edu,realtime
SF11C18577102123278380,SF11E1098539,27.417,-81.336,RX,99.9999997516,201506290000Z,10.0,FL,,USA,12055,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.48236738577,0.430136575756,0.332945533864,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1570210883.0850549,4.530089,5.345512000000001,48.189126,845.5723510000001,2.4639460000000004,1.153899,0.8005550000000003,0.5139239999999999,11.507897000000002,Urban,0.0,http://playground.dri.edu/smartfire/events/6762c5af-342e-465c-b7e9-c3f6b8d435e5,0,,6762c5af-342e-465c-b7e9-c3f6b8d435e5,playground.dri.edu,realtime
SF11C18577112123278380,SF11E1098474,28.64,-80.98,RX,149.999999627,201506290000Z,10.0,FL,,USA,12127,2810015000,0.5,0.5,1.0,1.5,0.5,0.0,2.55,0.06,2.0,1.5,0.02,10.0,12.0,12.0,22.0,130.0,150.0,6.91171582112,0.873915374715,0.589414900356,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,3693621171.4562116,11.192392,13.207017,120.485645,2015.6220829999997,6.122914999999999,2.707931,1.9981439999999995,1.2307830000000004,28.723355000000016,Coastal Plain seepage swamp and baygall forest,21.89,http://playground.dri.edu/smartfire/events/185b68b1-a3ba-4e06-9a5b-bcfaf6b672c9,425,,185b68b1-a3ba-4e06-9a5b-bcfaf6b672c9,playground.dri.edu,realtime
SF11C18577122123278380,SF11E1098343,26.853,-81.905,RX,69.9999998261,201506290000Z,10.0,FL,,USA,12015,2810015000,0.02,0.4,0.3,0.5,0.0,0.0,6.7,0.12,0.0,1.5,0.08,10.0,12.0,12.0,22.0,130.0,150.0,13.0228136594,0.839534353055,0.0108020031595,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,2924396248.233941,7.6263640000000015,8.999105000000002,77.95903099999995,1586.7767390000004,4.069645999999999,2.2601090000000013,1.302744,0.951696,18.726993000000007,Longleaf pine - Slash pine / Saw palmetto forest,2.52,http://playground.dri.edu/smartfire/events/81ac0662-01f3-4619-b1d9-e91971aa1710,291,,81ac0662-01f3-4619-b1d9-e91971aa1710,playground.dri.edu,realtime
SF11C18577132123278380,SF11E1098514,35.184,-78.921,RX,69.9999998261,201506290000Z,10.0,NC,,USA,37051,2810015000,0.1,0.2,0.2,0.1,0.0,0.0,0.24,0.12,0.0,0.4,0.08,10.0,12.0,12.0,22.0,130.0,150.0,0.84882493525,0.0624821966304,0.00734966670189,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,191057729.44937,0.5138199999999998,0.6063099999999998,5.292869,104.82818899999998,0.27519699999999986,0.1482300000000001,0.088353,0.06301600000000003,1.2699700000000007,Longleaf pine / Turkey oak forest with prescribed fire,4.65,http://playground.dri.edu/smartfire/events/38e66285-6efc-4869-8ecb-4d0ce0525042,185,,38e66285-6efc-4869-8ecb-4d0ce0525042,playground.dri.edu,realtime
SF11C18577142123278380,SF11E1105136,33.01,-79.884,RX,74.9999998137,201506290000Z,10.0,SC,,USA,45015,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.48236738577,0.430136575756,0.332945533864,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1108595885.903468,3.3975670000000004,4.009131000000001,36.14184500000001,634.1792600000001,1.8479680000000005,0.8654199999999997,0.600412,0.385443,8.630924,Urban,0.0,http://playground.dri.edu/smartfire/events/cf8cdccb-dafb-4e5f-bcac-3e8de3c64c10,0,,cf8cdccb-dafb-4e5f-bcac-3e8de3c64c10,playground.dri.edu,realtime
SF11C18577152123278380,SF11E1098438,33.16,-79.836,RX,69.9999998261,201506290000Z,10.0,SC,,USA,45015,2810015000,1.2,0.84,0.25,0.5,0.0,0.0,2.0,0.09,1.0,1.0,0.02,10.0,12.0,12.0,22.0,130.0,150.0,3.52235095457,0.397336407411,0.199929859981,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,798987532.5083861,2.4894119999999993,2.937505000000001,26.476312,464.921475,1.3538900000000003,0.6345949999999999,0.43985699999999994,0.28255,6.322902999999999,Loblolly pine - Slash pine forest,3.17,http://playground.dri.edu/smartfire/events/501b9f28-6dbc-4cfd-9a88-bfdf9261317c,161,,501b9f28-6dbc-4cfd-9a88-bfdf9261317c,playground.dri.edu,realtime
SF11C18577162123278380,SF11E1107811,27.476,-82.202,RX,69.9999998261,201506290000Z,10.0,FL,,USA,12081,2810015000,0.08,0.35,0.4,1.0,0.0,0.0,4.86,0.16,0.0,0.4,0.04,10.0,12.0,12.0,22.0,130.0,150.0,6.95899243316,0.462087377634,0.0083928461189,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1563879660.6401534,4.094007,4.8309299999999995,41.89536900000001,849.4924340000002,2.185795,1.2087529999999995,0.6999869999999998,0.5096569999999999,10.062299,Longleaf pine - Slash pine / Gallberry forest,1.99,http://playground.dri.edu/smartfire/events/2a865434-c27f-4491-8239-a05dc6db4ead,191,,2a865434-c27f-4491-8239-a05dc6db4ead,playground.dri.edu,realtime
SF11C18577172123278380,SF11E1098437,38.846,-77.916,RX,99.9999997516,201506290000Z,10.0,VA,,USA,51061,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.59827831781,0.495568074406,0.431362045028,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1614613483.2016242,4.886325999999999,5.765868,52.45579699999999,887.464223,2.669522999999999,1.1967870000000003,0.8702739999999998,0.5413000000000001,12.510257000000001,Urban,0.0,http://playground.dri.edu/smartfire/events/becdc302-4ac1-4664-a5a8-81c3fddff2e7,0,,becdc302-4ac1-4664-a5a8-81c3fddff2e7,playground.dri.edu,realtime
SF11C18577182123278380,SF11E1098431,32.18,-80.936,RX,69.9999998261,201506290000Z,10.0,SC,,USA,45013,2810015000,0.5,0.5,0.5,1.5,1.0,0.0,3.75,0.14,0.0,0.75,0.06,10.0,12.0,12.0,22.0,130.0,150.0,5.64102158409,0.597212637062,0.11942308881,0.000123065789988,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1277738552.3284721,3.708437,4.375956000000002,38.88524300000001,721.2552349999999,2.0031,1.001104,0.6473469999999999,0.4361009999999999,9.305615,Live oak - Sabal palm forest,10.38,http://playground.dri.edu/smartfire/events/0a5da039-df85-4d21-a31a-842c42ef7e68,174,,0a5da039-df85-4d21-a31a-842c42ef7e68,playground.dri.edu,realtime
