id,event_id,latitude,longitude,type,area,date_time,slope,state,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,VEG,canopy,fccs,fccs_number
RX131,RXFires,34.675,-98.552,RX,1.0,201608010000Z,10.0,OK,USA,40031,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.13,2.39,0.0,0.0,0.92,10.0,12.0,12.0,22.0,130.0,150.0,3.6254789335,0.204278156091,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,230743.475156,0.029794000000000005,0.035151,0.303228,6.265524999999999,0.015866,0.008961,0.005069999999999999,0.003755,0.07289000000000001,Bluestem - Indian grass - Switchgrass grassland,0.64,131,131
RX133,RXFires,35.266,-95.847,RX,1.0,201608010000Z,10.0,OK,USA,40091,2810015000,0.4,0.2,0.0,0.0,0.0,0.0,0.27,2.1,0.0,0.0,0.9,10.0,12.0,12.0,22.0,130.0,150.0,3.64986483062,0.214515194734,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,232410.17767299997,0.030137,0.03556600000000001,0.307135,6.320015,0.016058,0.009024,0.0051329999999999995,0.003783,0.073815,Tall fescue - Foxtail - Purple bluestem grassland,0.54,133,133
RX135,RXFires,37.512447,-88.443035,RX,1.0,201608010000Z,10.0,IL,USA,17151,2810015000,0.2,0.4,0.8,0.0,0.0,0.0,0.2,1.25,0.0,0.2,0.25,10.0,12.0,12.0,22.0,130.0,150.0,2.60807012438,0.191535647965,0.031376,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,166563.446435,0.022696000000000004,0.02677500000000001,0.234075,4.612894999999998,0.012161999999999994,0.006510000000000003,0.0039060000000000006,0.0027710000000000013,0.05614800000000002,Eastern redcedar - Oak / Bluestem savanna,1.9,135,135
RX138,RXFires,47.371604,-94.953984,RX,1.0,201608010000Z,10.0,MN,USA,27057,2810015000,0.9,1.5,1.9,4.8,5.2,0.0,0.32,0.08,3.5,1.8,0.03,10.0,12.0,12.0,22.0,130.0,150.0,9.881041913,5.18112540367,3.06305578488,2.12264439625,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,697999.0254439999,0.208851,0.24643499999999996,2.439139,27.768399000000002,0.11897700000000001,0.03138900000000001,0.039994,0.017752,0.574945,Red pine - White pine forest,12.73,138,138
RX14,RXFires,34.29,-117.244,RX,1.0,201608010000Z,10.0,CA,USA,06071,2810015000,0.25,0.5,0.9,1.25,0.0,0.0,0.1,0.08,0.0,0.5,0.02,10.0,12.0,12.0,22.0,130.0,150.0,2.26740856821,0.48423758836,0.143683234935,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,149168.92089700003,0.02693999999999999,0.031788,0.29461600000000004,4.614479,0.014849999999999999,0.0060560000000000015,0.004874000000000002,0.0028360000000000004,0.07007700000000001,Black oak woodland,19.63,14,14
RX140,RXFires,46.595931,-88.611838,RX,1.0,201608010000Z,10.0,MI,USA,26013,2810015000,0.3,0.3,0.1,0.4,0.0,0.0,0.91,0.58,0.1,1.5,0.14,10.0,12.0,12.0,22.0,130.0,150.0,4.68639796365,0.516117184867,0.0856771402979,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,301558.4035720001,0.04412200000000001,0.052063000000000005,0.46285799999999994,8.569008000000002,0.023836000000000003,0.011885999999999997,0.007702000000000001,0.005180000000000002,0.11075800000000004,Jack pine / Black spruce forest,5.86,140,140
RX142,RXFires,47.322354,-95.292167,RX,1.0,201608010000Z,10.0,MN,USA,27029,2810015000,0.5,1.0,3.0,3.0,0.0,0.0,0.23,0.1,1.0,2.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,6.72351080797,1.59413087107,0.867141375956,0.0180988532467,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,444715.5111279999,0.08983000000000002,0.10600000000000002,0.99918,14.515653,0.049936000000000015,0.018507000000000003,0.016494,0.008997999999999994,0.23709199999999991,Trembling aspen - Paper birch forest,17.25,142,142
RX143,RXFires,46.428,-87.935,RX,1.0,201608010000Z,10.0,MI,USA,26103,2810015000,0.4,0.6,1.3,2.0,2.0,0.0,1.76,0.43,0.3,2.0,0.07,10.0,12.0,12.0,22.0,130.0,150.0,9.50955064691,8.61020269204,8.76843874256,15.9408388322,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,738603.6582969999,0.35768300000000003,0.42207100000000003,4.326974000000002,39.848600000000005,0.20747100000000007,0.03876000000000002,0.07061999999999999,0.026307999999999995,1.0152069999999997,Trembling aspen - Paper birch - White spruce - Balsam fir forest,25.29,143,143
RX147,RXFires,44.310136,-87.682002,RX,1.0,201608010000Z,10.0,WI,USA,55071,2810015000,0.1,0.1,0.1,0.3,0.0,0.0,0.51,0.28,0.0,0.4,0.03,10.0,12.0,12.0,22.0,130.0,150.0,1.34690650531,0.153365709599,0.029934456008,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,86742.44959799999,0.012846999999999992,0.015167999999999994,0.13519499999999998,2.4771759999999996,0.006954000000000001,0.0034230000000000003,0.002252,0.0015009999999999993,0.03233400000000001,Jack pine savanna,2.46,147,147
RX15,RXFires,35.732,-118.595,RX,1.0,201608010000Z,10.0,CA,USA,06029,2810015000,0.08,0.7,0.23,1.75,5.0,6.0,3.38,0.03,4.5,4.5,0.02,10.0,12.0,12.0,22.0,130.0,150.0,12.5067850491,15.6171014013,37.2279462328,45.9555867702,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1090042.256059,0.9674819999999998,1.1416239999999995,11.970336,94.04128500000002,0.5677720000000004,0.078116,0.19480699999999992,0.06390000000000001,2.800374999999999,Jeffrey pine - Red fir - White fir / Greenleaf manzanita - Snowbrush forest,14.38,15,15
RX154,RXFires,37.704,-94.098,RX,1.0,201608010000Z,10.0,MO,USA,29217,2810015000,0.2,0.5,0.5,1.0,0.5,0.0,0.3,0.18,0.0,0.4,0.12,10.0,12.0,12.0,22.0,130.0,150.0,2.41223947772,0.516278441374,0.154706245494,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,158713.078388,0.028708000000000004,0.03387,0.31405400000000006,4.913335,0.015833,0.006449000000000002,0.0051940000000000024,0.003024,0.07469999999999995,Bur oak savanna,13.51,154,154
RX155,RXFires,44.165275,-71.466282,RX,1.0,201608010000Z,10.0,NH,USA,33009,2810015000,0.5,1.0,0.5,1.5,0.4,0.0,0.08,0.05,2.75,3.0,0.0,10.0,12.0,12.0,22.0,130.0,150.0,6.69828650186,10.3520394976,5.36232785483,13.6959604751,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,590630.324655,0.3097609999999999,0.3655220000000001,3.778303,32.911489,0.18044400000000005,0.030457,0.06160500000000001,0.021938999999999997,0.88553,Red spruce - Balsam fir forest,7.57,155,155
RX157,RXFires,31.478,-93.96,RX,1.0,201608010000Z,10.0,TX,USA,48403,2810015000,1.0,1.3,1.3,0.7,0.7,0.7,2.89,0.08,0.9,1.0,0.03,10.0,12.0,12.0,22.0,130.0,150.0,6.0731858333,0.869066538035,0.439169050373,0.000306058808745,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,393502.98847200006,0.06594299999999999,0.07781199999999999,0.7105729999999998,11.838948,0.036093,0.015883000000000005,0.011784000000000003,0.007230000000000002,0.16937299999999997,Loblolly pine - Shortleaf pine - Mixed hardwoods forest,12.17,157,157
RX16,RXFires,39.655,-121.356,RX,1.0,201608010000Z,10.0,CA,USA,06007,2810015000,0.3,1.4,1.8,0.8,2.5,0.0,2.43,0.14,3.2,1.0,0.06,10.0,12.0,12.0,22.0,130.0,150.0,5.86743756849,1.90108027421,1.86122191017,0.00106081447066,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,396439.659856,0.10517000000000001,0.12409299999999998,1.210243,14.910265,0.05946200000000001,0.017611000000000005,0.01988400000000001,0.009430000000000001,0.28583800000000004,Jeffrey pine - Ponderosa pine - Douglas-fir - Black oak forest,8.33,16,16
RX161,RXFires,31.487,-93.868,RX,1.0,201608010000Z,10.0,TX,USA,48403,2810015000,1.2,0.84,0.25,0.5,0.0,0.0,2.0,0.09,1.0,1.0,0.02,10.0,12.0,12.0,22.0,130.0,150.0,3.52235095457,0.397336407411,0.199929859981,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,226775.523935,0.035561999999999996,0.04196499999999999,0.3782430000000001,6.641735,0.019341,0.009061999999999999,0.006281,0.004036000000000002,0.09032399999999999,Loblolly pine - Slash pine forest,3.17,161,161
RX162,RXFires,27.054499,-80.950054,RX,1.0,201608010000Z,10.0,FL,USA,12043,2810015000,0.5,4.3,3.7,2.7,0.0,0.0,0.75,0.09,1.6,1.0,0.02,10.0,12.0,12.0,22.0,130.0,150.0,7.12116284791,0.909540332634,0.386913589628,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,459874.754839,0.07338099999999995,0.08658399999999997,0.7833820000000002,13.551667999999998,0.039983000000000005,0.018411,0.013008999999999996,0.008241999999999998,0.186982,Loblolly pine - Slash pine forest with commercial thin,2.69,162,162
RX165,RXFires,30.447194,-87.42176,RX,1.0,201608010000Z,10.0,Unknown,Unknown,01003,2810015000,0.1,0.16,0.14,0.2,0.1,0.0,1.18,0.28,0.0,0.5,0.07,10.0,12.0,12.0,22.0,130.0,150.0,2.29817919485,0.169090165915,0.012562780984,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,146781.79047799998,0.019749000000000003,0.023308000000000006,0.20316300000000007,4.044287999999997,0.010565999999999996,0.005725,0.0033880000000000004,0.002426,0.048757,Longleaf pine / Three-awned grass - Pitcher plant grassland,0.43,165,165
RX166,RXFires,33.312,-79.361,RX,1.0,201608010000Z,10.0,SC,USA,45043,2810015000,0.2,0.5,0.3,0.5,0.2,0.0,6.39,0.17,0.0,1.6,0.04,10.0,12.0,12.0,22.0,130.0,150.0,11.6466346142,0.818269257005,0.0264930143872,0.00075803653458,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,743122.3037730001,0.09884000000000001,0.11662900000000004,1.0137070000000004,20.390124000000007,0.05282000000000003,0.028953000000000007,0.016930000000000004,0.012236999999999994,0.24338800000000002,Longleaf pine / Three-awned grass - Pitcher plant savanna,5.1,166,166
RX17,RXFires,39.566,-120.524,RX,1.0,201608010000Z,10.0,CA,USA,06091,2810015000,0.9,3.1,3.0,1.0,1.0,1.0,0.0,0.04,1.8,4.6,0.02,10.0,12.0,12.0,22.0,130.0,150.0,11.5150692507,19.0619453468,33.1200368515,50.222933005,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1079513.788701,0.9495040000000001,1.1204190000000003,11.763278999999999,91.50454099999999,0.5576050000000001,0.075128,0.19141199999999997,0.062295000000000024,2.751476999999999,Red fir forest,24.97,17,17
RX170,RXFires,34.448,-77.682,RX,1.0,201608010000Z,10.0,NC,USA,37141,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,5.99,0.08,0.0,10.5,0.02,10.0,12.0,12.0,22.0,130.0,150.0,11.6664678293,18.5908263816,63.02408,81.1801,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1144928.581208,1.4381359999999992,1.6970039999999997,17.933322999999998,132.589204,0.847445,0.10210699999999998,0.291565,0.09116300000000004,4.191219,Pond pine / Little gallberry - Fetterbush shrubland,0.85,170,170
RX173,RXFires,26.837,-98.587,RX,1.0,201608010000Z,10.0,TX,USA,48247,2810015000,0.2,0.2,0.5,0.0,0.0,0.0,0.36,0.14,0.0,0.0,0.06,10.0,12.0,12.0,22.0,130.0,150.0,1.15677084244,0.0863500633735,0.010055,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,73897.414461,0.010023999999999996,0.011823999999999994,0.10330300000000002,2.0425650000000015,0.005369000000000001,0.0028850000000000013,0.0017229999999999993,0.0012259999999999999,0.024785999999999996,Live oak / Sea oats savanna,1.47,173,173
RX174,RXFires,30.321583,-87.766907,RX,1.0,201608010000Z,10.0,AL,USA,01003,2810015000,0.5,0.5,0.5,1.5,1.0,0.0,3.75,0.14,0.0,0.75,0.06,10.0,12.0,12.0,22.0,130.0,150.0,5.64102158409,0.597212637062,0.11942308881,0.000123065789988,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,362650.70837999997,0.052981,0.06251399999999999,0.5555070000000001,10.303643,0.028611,0.014297999999999998,0.009246999999999998,0.0062270000000000025,0.132939,Live oak - Sabal palm forest,10.38,174,174
RX175,RXFires,29.857,-89.525,RX,1.0,201608010000Z,10.0,LA,USA,22087,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,12.5,1.4,10.0,12.0,12.0,22.0,130.0,150.0,4.33162,11.97706,41.69632,53.6204,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,557107.6484080001,0.921441,1.087294,11.553632,81.68363199999999,0.5445430000000002,0.059067999999999996,0.187715,0.05668399999999999,2.698338000000001,Smooth cordgrass - Black needlerush grassland,0.0,175,175
RX176,RXFires,43.167423,-76.188907,RX,1.0,201608010000Z,10.0,NY,USA,36067,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,19.0,1.4,10.0,12.0,12.0,22.0,130.0,150.0,5.45912,63.6804797246,234.719998898,298.799998623,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1903745.8020249999,4.987045,5.884709,62.89356300000001,423.38684099999995,2.956153,0.28330299999999997,1.021081,0.2968530000000001,14.678018999999999,Smooth Cordgrass - Black needlerush grassland with common reed invasion,0.0,176,176
RX180,RXFires,32.594,-89.059,RX,1.0,201608010000Z,10.0,MS,USA,28099,2810015000,0.4,0.7,1.4,1.8,1.8,0.0,0.6,0.19,1.2,2.0,0.06,10.0,12.0,12.0,22.0,130.0,150.0,4.99633812591,1.06283501383,0.679510990194,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,328744.7926229999,0.065301,0.07706299999999999,0.7242689999999997,10.665874999999996,0.036258000000000006,0.013668999999999995,0.011966,0.006602,0.17193,Red maple - Oak - Hickory - Sweetgum forest,12.15,180,180
RX184,RXFires,29.244,-81.764,RX,1.0,201608010000Z,10.0,FL,USA,12083,2810015000,0.1,0.5,1.0,0.8,0.0,0.0,2.1,0.12,0.2,1.25,0.08,10.0,12.0,12.0,22.0,130.0,150.0,1.97252704191,0.179651795169,0.0617969570402,0.000115591881711,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,126426.749442,0.018376,0.021678999999999997,0.19230499999999998,3.590087,0.009916999999999994,0.004989000000000002,0.0031970000000000006,0.00217,0.04603399999999999,Longleaf pine / Turkey oak forest,16.25,184,184
RX185,RXFires,30.619,-83.96,RX,1.0,201608010000Z,10.0,FL,USA,12065,2810015000,0.1,0.2,0.2,0.1,0.0,0.0,0.24,0.12,0.0,0.4,0.08,10.0,12.0,12.0,22.0,130.0,150.0,0.84882493525,0.0624821966304,0.00734966670189,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,54213.618367999996,0.0073430000000000014,0.008658999999999997,0.07561400000000003,1.4975489999999998,0.003930000000000003,0.0021140000000000004,0.0012619999999999995,0.000893,0.018142000000000002,Longleaf pine / Turkey oak forest with prescribed fire,4.65,185,185
RX186,RXFires,33.029,-82.326,RX,1.0,201608010000Z,10.0,GA,USA,13163,2810015000,0.2,0.5,0.14,0.3,0.5,0.0,0.58,0.06,0.2,0.75,0.04,10.0,12.0,12.0,22.0,130.0,150.0,1.7657807573,0.337662901081,0.294404610526,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,115664.84826,0.023347,0.027546,0.2593420000000001,3.7918750000000006,0.012971000000000002,0.004849000000000003,0.0042860000000000025,0.002347,0.061546999999999984,Turkey oak - Bluejack oak forest,12.87,186,186
RX188,RXFires,26.915985,-81.015666,RX,1.0,201608010000Z,10.0,FL,USA,12043,2810015000,0.4,0.6,0.4,1.1,0.0,0.0,2.09,0.0,0.0,1.0,0.0,10.0,12.0,12.0,22.0,130.0,150.0,1.82079746867,0.138896961926,0.00939234609156,0.000397704021537,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,116357.47959999999,0.015718000000000003,0.018547,0.16188500000000006,3.210294,0.008417999999999997,0.004545,0.002699,0.0019269999999999997,0.03884000000000002,Sand pine - Oak forest,4.76,188,188
RX19,RXFires,42.468497,-120.793708,RX,1.0,201608010000Z,10.0,OR,USA,41037,2810015000,0.5,1.5,3.0,0.5,4.0,19.0,0.05,0.01,11.2,2.1,0.0,10.0,12.0,12.0,22.0,130.0,150.0,9.7569536144,6.87617173142,7.69386130397,0.328148264697,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,723670.855498,0.312836,0.36915500000000007,3.755503000000001,36.35015699999999,0.18073799999999993,0.03681599999999999,0.06136,0.023809000000000004,0.8820160000000001,White fir - Giant sequoia - Sugar pine forest,18.39,19,19
RX191,RXFires,26.874,-81.766,RX,1.0,201608010000Z,10.0,FL,USA,12015,2810015000,0.08,0.35,0.4,1.0,0.0,0.0,4.86,0.16,0.0,0.4,0.04,10.0,12.0,12.0,22.0,130.0,150.0,6.95899243316,0.462087377634,0.0083928461189,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,443764.49464799993,0.05848500000000002,0.06901000000000003,0.5985059999999996,12.135605000000002,0.031229999999999997,0.017264,0.009998999999999996,0.007280999999999999,0.14374400000000007,Longleaf pine - Slash pine / Gallberry forest,1.99,191,191
RX196,RXFires,34.723,-98.536,RX,1.0,201608010000Z,10.0,OK,USA,40031,2810015000,0.3,0.56,0.15,0.5,0.0,0.0,1.77,0.0,1.5,0.2,0.1,10.0,12.0,12.0,22.0,130.0,150.0,1.89990861849,0.428252091138,0.431734002568,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,125450.89278600001,0.028109000000000002,0.033162000000000004,0.31674600000000014,4.329885,0.015725,0.005378000000000002,0.005222000000000001,0.0027010000000000003,0.07502699999999998,Loblolly pine / Bluestem forest,0.32,196,196
RX2,RXFires,47.0,-122.588,RX,1.0,201608010000Z,10.0,WA,USA,53053,2810015000,1.0,2.0,4.0,2.0,3.0,6.0,3.29,0.13,8.0,3.0,0.03,10.0,12.0,12.0,22.0,130.0,150.0,12.5659797236,9.40524533809,16.4139117441,16.8145013983,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,950902.231402,0.5198020000000001,0.6133729999999998,6.313481999999999,56.60626900000001,0.30213799999999996,0.053794999999999996,0.10298599999999998,0.03754899999999998,1.4805149999999996,Western hemlock - Western redcedar - Douglas-fir forest,20.96,2,2
RX203,RXFires,25.478,-80.93,RX,1.0,201608010000Z,10.0,FL,USA,12087,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.5,0.9,10.0,12.0,12.0,22.0,130.0,150.0,2.92647767621,0.170597509274,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,186332.22412400003,0.024141000000000003,0.028485000000000003,0.24597,5.0654639999999995,0.012861,0.0072380000000000005,0.00411,0.0030380000000000008,0.059116,Sawgrass - Muhlenbergia grassland,0.0,203,203
RX208,RXFires,48.044,-116.151,RX,1.0,201608010000Z,10.0,ID,USA,16017,2810015000,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3.0,2.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,10.5184157713,4.66497846374,3.21838787849,0.00162055448621,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,729692.655149,0.207476,0.24482200000000004,2.408947,28.316339000000006,0.11784,0.032598,0.039526999999999986,0.018015999999999994,0.5682710000000002,Grand fir - Douglas-fir forest,11.21,208,208
