id,event_id,latitude,longitude,type,area,date_time,slope,state,country,fips,event_url,sf_event_guid,sf_server,sf_stream_name
SF11C31121514682754990,SF11E1829853,46.136,-117.39,RX,45.9999998858,201710140000Z,10.0,WA,USA,53003,http://128.208.123.111/smartfire/events/3370ca89-d99e-44a8-8ccf-f3578cd9eed1,3370ca89-d99e-44a8-8ccf-f3578cd9eed1,128.208.123.111,realtime
SF11C31121524682754990,SF11E1827153,48.357,-118.605,RX,45.9999998858,201710140000Z,10.0,WA,USA,53019,http://128.208.123.111/smartfire/events/aaf6995d-e9a9-4995-8198-8b5ff536dee7,aaf6995d-e9a9-4995-8198-8b5ff536dee7,128.208.123.111,realtime
SF11C31121534682754990,SF11E1820586,41.79,-123.137,WF,183.999999543,201710140000Z,10.0,CA,USA,06093,http://128.208.123.111/smartfire/events/5059ea01-2694-4b62-af0c-2609ca918955,5059ea01-2694-4b62-af0c-2609ca918955,128.208.123.111,realtime
SF11C31121544682754990,SF11E1789800,41.978,-123.014,WF,137.999999657,201710140000Z,10.0,CA,USA,06093,http://128.208.123.111/smartfire/events/407f79fb-53ad-4170-9c20-b9bbeb97c6d1,407f79fb-53ad-4170-9c20-b9bbeb97c6d1,128.208.123.111,realtime
SF11C31121554682754990,SF11E1815432,40.173,-123.036,WF,321.9999992,201710140000Z,10.0,CA,USA,06105,http://128.208.123.111/smartfire/events/dc6471f2-8f86-4ff4-89a4-fc9f902521d7,dc6471f2-8f86-4ff4-89a4-fc9f902521d7,128.208.123.111,realtime
SF11C31121564682754990,SF11E1815432,40.203,-123.038,WF,45.9999998858,201710140000Z,10.0,CA,USA,06105,http://128.208.123.111/smartfire/events/dc6471f2-8f86-4ff4-89a4-fc9f902521d7,dc6471f2-8f86-4ff4-89a4-fc9f902521d7,128.208.123.111,realtime
SF11C31121574682754990,SF11E1817323,38.788,-122.882,WF,629.999998435,201710140000Z,10.0,CA,USA,06097,http://128.208.123.111/smartfire/events/a2aa336c-9b32-4d99-ae96-a0db58262ca2,a2aa336c-9b32-4d99-ae96-a0db58262ca2,128.208.123.111,realtime
SF11C31121584682754990,SF11E1832680,38.649,-122.63,WF,1649.9999959,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121594682754990,SF11E1832680,38.573,-122.728,WF,999.999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121604682754990,SF11E1832680,38.451,-122.575,WF,5599.99998609,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121614682754990,SF11E1832680,38.36,-122.379,WF,1199.99999702,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121624682754990,SF11E1832680,38.449,-122.483,WF,899.999997765,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121634682754990,SF11E1832680,38.41,-122.504,WF,399.999999007,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121644682754990,SF11E1832680,38.349,-122.48,WF,399.999999007,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121654682754990,SF11E1832680,38.305,-122.472,WF,199.999999503,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121664682754990,SF11E1832680,38.439,-122.426,WF,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121674682754990,SF11E1832680,38.395,-122.398,WF,449.999998882,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121684682754990,SF11E1833427,39.03,-122.621,WF,199.999999503,201710140000Z,,,,,http://128.208.123.111/smartfire/events/63c874e9-9756-4740-a126-f0f6c295a528,63c874e9-9756-4740-a126-f0f6c295a528,128.208.123.111,realtime
SF11C31121694682754990,SF11E1833427,39.025,-122.602,WF,199.999999503,201710140000Z,,,,,http://128.208.123.111/smartfire/events/63c874e9-9756-4740-a126-f0f6c295a528,63c874e9-9756-4740-a126-f0f6c295a528,128.208.123.111,realtime
SF11C31121704682754990,SF11E1832680,38.326,-122.472,WF,399.999999007,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121714682754990,SF11E1832680,38.338,-122.421,WF,799.999998013,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121724682754990,SF11E1832680,38.443,-122.309,WF,399.999999007,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121734682754990,SF11E1832680,38.356,-122.406,WF,149.999999627,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121744682754990,SF11E1833648,32.102,-95.398,RX,69.9999998261,201710140000Z,,,,,http://128.208.123.111/smartfire/events/97ad2512-1f5f-4622-91df-e7514be30365,97ad2512-1f5f-4622-91df-e7514be30365,128.208.123.111,realtime
SF11C31121754682754990,SF11E1833436,30.276,-90.895,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/c8403d8e-f022-4145-aa7d-92e776948b51,c8403d8e-f022-4145-aa7d-92e776948b51,128.208.123.111,realtime
SF11C31121764682754990,SF11E1833650,37.884,-91.285,RX,243.999999394,201710140000Z,,,,,http://128.208.123.111/smartfire/events/a8da5741-753f-44c0-bea9-3734763104fa,a8da5741-753f-44c0-bea9-3734763104fa,128.208.123.111,realtime
SF11C31121774682754990,SF11E1833465,32.11,-95.693,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/b4421fdb-f4cb-4c0a-82f6-3eb24cb5b68c,b4421fdb-f4cb-4c0a-82f6-3eb24cb5b68c,128.208.123.111,realtime
SF11C31121784682754990,SF11E1827172,39.108,-122.105,WF,199.999999503,201710140000Z,10.0,CA,USA,06011,http://128.208.123.111/smartfire/events/f3cc382f-5ba5-48b7-8f0d-638cc01c440d,f3cc382f-5ba5-48b7-8f0d-638cc01c440d,128.208.123.111,realtime
SF11C31121794682754990,SF11E1833406,41.477,-123.113,WF,45.9999998858,201710140000Z,,,,,http://128.208.123.111/smartfire/events/d2239540-f997-4b11-915a-467e155d95df,d2239540-f997-4b11-915a-467e155d95df,128.208.123.111,realtime
SF11C31121804682754990,SF11E1833784,55.644,-117.082,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/407bf7af-a262-4d8c-9e5e-2077b6666304,407bf7af-a262-4d8c-9e5e-2077b6666304,128.208.123.111,realtime
SF11C31121814682754990,SF11E1833684,57.672,-119.605,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/8044c908-fa19-476b-8772-b53e7cad5a0e,8044c908-fa19-476b-8772-b53e7cad5a0e,128.208.123.111,realtime
SF11C31121824682754990,SF11E1830154,45.011,-123.773,RX,45.9999998858,201710140000Z,10.0,OR,USA,41041,http://128.208.123.111/smartfire/events/a96c62fb-6b82-49a3-8079-8a263023ceee,a96c62fb-6b82-49a3-8079-8a263023ceee,128.208.123.111,realtime
SF11C31121834682754990,SF11E1830154,45.019,-123.749,RX,45.9999998858,201710140000Z,10.0,OR,USA,41041,http://128.208.123.111/smartfire/events/a96c62fb-6b82-49a3-8079-8a263023ceee,a96c62fb-6b82-49a3-8079-8a263023ceee,128.208.123.111,realtime
SF11C31121844682754990,SF11E1833501,45.592,-123.18,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/e2be42ab-8467-4121-8313-b11389bb1d77,e2be42ab-8467-4121-8313-b11389bb1d77,128.208.123.111,realtime
SF11C31121854682754990,SF11E1830499,45.795,-123.353,RX,45.9999998858,201710140000Z,10.0,OR,USA,41009,http://128.208.123.111/smartfire/events/878f6c41-f244-4671-a923-dd9d4ca17a75,878f6c41-f244-4671-a923-dd9d4ca17a75,128.208.123.111,realtime
SF11C31121864682754990,SF11E1830169,45.987,-123.115,RX,91.9999997715,201710140000Z,10.0,OR,USA,41009,http://128.208.123.111/smartfire/events/cbe23d43-2469-4d39-b243-fee42298bcb6,cbe23d43-2469-4d39-b243-fee42298bcb6,128.208.123.111,realtime
SF11C31121874682754990,SF11E1833818,41.367,-123.05,WF,45.9999998858,201710140000Z,,,,,http://128.208.123.111/smartfire/events/ba5dc324-5f62-40c4-b95a-4b2fcc240c67,ba5dc324-5f62-40c4-b95a-4b2fcc240c67,128.208.123.111,realtime
SF11C31121884682754990,SF11E1815441,39.36,-123.102,WF,139.999999652,201710140000Z,10.0,CA,USA,06045,http://128.208.123.111/smartfire/events/76963ed2-9abf-49ad-9df9-8d6979c640fb,76963ed2-9abf-49ad-9df9-8d6979c640fb,128.208.123.111,realtime
SF11C31121894682754990,SF11E1832680,38.476,-122.273,WF,399.999999007,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,5ae97609-a4bf-4ce1-94a2-f0a7c3dbe67a,128.208.123.111,realtime
SF11C31121904682754990,SF11E1833834,38.52,-122.049,WF,149.999999627,201710140000Z,,,,,http://128.208.123.111/smartfire/events/100278cb-b119-4238-8580-373a2b3a7bc5,100278cb-b119-4238-8580-373a2b3a7bc5,128.208.123.111,realtime
SF11C31121914682754990,SF11E1801304,37.682,-119.539,WF,137.999999657,201710140000Z,10.0,CA,USA,06043,http://128.208.123.111/smartfire/events/edaec742-aff5-42c8-9908-136057230118,edaec742-aff5-42c8-9908-136057230118,128.208.123.111,realtime
SF11C31121924682754990,SF11E1801304,37.685,-119.575,WF,919.999997715,201710140000Z,10.0,CA,USA,06043,http://128.208.123.111/smartfire/events/edaec742-aff5-42c8-9908-136057230118,edaec742-aff5-42c8-9908-136057230118,128.208.123.111,realtime
SF11C31121934682754990,SF11E1833857,26.493,-80.539,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/2b8ff63a-fd55-4b76-90a5-1b39001b995d,2b8ff63a-fd55-4b76-90a5-1b39001b995d,128.208.123.111,realtime
SF11C31121944682754990,SF11E1833785,26.757,-81.031,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/dd7ca60e-d7c6-4135-8c31-dfd1a8a0a807,dd7ca60e-d7c6-4135-8c31-dfd1a8a0a807,128.208.123.111,realtime
SF11C31121954682754990,SF11E1833697,26.622,-80.794,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/5e39548b-16a7-40c4-9693-a916142bbd8a,5e39548b-16a7-40c4-9693-a916142bbd8a,128.208.123.111,realtime
SF11C31121964682754990,SF11E1830454,30.771,-85.623,RX,599.99999851,201710140000Z,10.0,FL,USA,12133,http://128.208.123.111/smartfire/events/6c7b2f11-606c-46c1-8771-f75d66c8d5e6,6c7b2f11-606c-46c1-8771-f75d66c8d5e6,128.208.123.111,realtime
SF11C31121974682754990,SF11E1826822,31.357,-84.875,RX,499.999998758,201710140000Z,10.0,GA,USA,13099,http://128.208.123.111/smartfire/events/45757817-de4d-4fdc-8bf5-2bbad64581d5,45757817-de4d-4fdc-8bf5-2bbad64581d5,128.208.123.111,realtime
SF11C31121984682754990,SF11E1830428,31.659,-84.97,RX,599.99999851,201710140000Z,10.0,GA,USA,13061,http://128.208.123.111/smartfire/events/c997debf-d053-43b7-8f0d-87489b99326b,c997debf-d053-43b7-8f0d-87489b99326b,128.208.123.111,realtime
SF11C31121994682754990,SF11E1833844,32.1,-84.01,RX,199.999999503,201710140000Z,,,,,http://128.208.123.111/smartfire/events/0a79e6d7-f299-4006-b305-6c5e8e27db7e,0a79e6d7-f299-4006-b305-6c5e8e27db7e,128.208.123.111,realtime
SF11C31122004682754990,SF11E1827002,31.5,-84.358,RX,74.9999998137,201710140000Z,10.0,GA,USA,13095,http://128.208.123.111/smartfire/events/27c67c0e-64a3-49c8-a656-801c69f9c87f,27c67c0e-64a3-49c8-a656-801c69f9c87f,128.208.123.111,realtime
SF11C31122014682754990,SF11E1833486,36.016,-89.96,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/6bf9d772-bead-46b0-b098-207e6c271109,6bf9d772-bead-46b0-b098-207e6c271109,128.208.123.111,realtime
SF11C31122024682754990,SF11E1830684,35.696,-90.649,RX,699.999998261,201710140000Z,10.0,AR,USA,05111,http://128.208.123.111/smartfire/events/f554983b-f4e3-44f8-9bbb-f3d1f57ab4b7,f554983b-f4e3-44f8-9bbb-f3d1f57ab4b7,128.208.123.111,realtime
SF11C31122034682754990,SF11E1832378,35.741,-90.954,RX,299.999999255,201710140000Z,10.0,AR,USA,05031,http://128.208.123.111/smartfire/events/2a44b87c-0294-4fe0-b356-5a713ef8d3f9,2a44b87c-0294-4fe0-b356-5a713ef8d3f9,128.208.123.111,realtime
SF11C31122044682754990,SF11E1833487,37.013,-89.401,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/f466b51a-a10e-494c-bd99-833cb9671cc2,f466b51a-a10e-494c-bd99-833cb9671cc2,128.208.123.111,realtime
SF11C31122054682754990,SF11E1807262,35.031,-90.993,RX,99.9999997516,201710140000Z,10.0,AR,USA,05123,http://128.208.123.111/smartfire/events/22949401-be21-4b4c-ad39-02ebd29b7f89,22949401-be21-4b4c-ad39-02ebd29b7f89,128.208.123.111,realtime
SF11C31122064682754990,SF11E1832378,35.532,-90.946,RX,399.999999007,201710140000Z,10.0,AR,USA,05111,http://128.208.123.111/smartfire/events/2a44b87c-0294-4fe0-b356-5a713ef8d3f9,2a44b87c-0294-4fe0-b356-5a713ef8d3f9,128.208.123.111,realtime
SF11C31122074682754990,SF11E1832378,35.58,-90.841,RX,999.999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/2a44b87c-0294-4fe0-b356-5a713ef8d3f9,2a44b87c-0294-4fe0-b356-5a713ef8d3f9,128.208.123.111,realtime
SF11C31122084682754990,SF11E1832378,36.208,-90.644,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/2a44b87c-0294-4fe0-b356-5a713ef8d3f9,2a44b87c-0294-4fe0-b356-5a713ef8d3f9,128.208.123.111,realtime
SF11C31122094682754990,SF11E1832378,35.828,-90.883,RX,399.999999007,201710140000Z,,,,,http://128.208.123.111/smartfire/events/2a44b87c-0294-4fe0-b356-5a713ef8d3f9,2a44b87c-0294-4fe0-b356-5a713ef8d3f9,128.208.123.111,realtime
SF11C31122104682754990,SF11E1832378,36.088,-90.987,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/2a44b87c-0294-4fe0-b356-5a713ef8d3f9,2a44b87c-0294-4fe0-b356-5a713ef8d3f9,128.208.123.111,realtime
SF11C31122114682754990,SF11E1832378,36.455,-90.536,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/2a44b87c-0294-4fe0-b356-5a713ef8d3f9,2a44b87c-0294-4fe0-b356-5a713ef8d3f9,128.208.123.111,realtime
SF11C31122124682754990,SF11E1830358,36.533,-90.608,RX,99.9999997516,201710140000Z,10.0,MO,USA,29181,http://128.208.123.111/smartfire/events/bd5c521c-f3f2-41f0-a9ef-5dfe34820a6a,bd5c521c-f3f2-41f0-a9ef-5dfe34820a6a,128.208.123.111,realtime
SF11C31122134682754990,SF11E1830907,35.812,-90.596,RX,99.9999997516,201710140000Z,10.0,AR,USA,05031,http://128.208.123.111/smartfire/events/631500e6-b11a-4214-83d0-a2cebeab1afb,631500e6-b11a-4214-83d0-a2cebeab1afb,128.208.123.111,realtime
SF11C31122144682754990,SF11E1832378,35.68,-90.813,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/2a44b87c-0294-4fe0-b356-5a713ef8d3f9,2a44b87c-0294-4fe0-b356-5a713ef8d3f9,128.208.123.111,realtime
SF11C31122154682754990,SF11E1824802,35.211,-90.458,RX,99.9999997516,201710140000Z,10.0,AR,USA,05035,http://128.208.123.111/smartfire/events/cce94a71-4fc6-4f17-93ed-51919acc24e0,cce94a71-4fc6-4f17-93ed-51919acc24e0,128.208.123.111,realtime
SF11C31122164682754990,SF11E1832378,35.686,-91.179,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/2a44b87c-0294-4fe0-b356-5a713ef8d3f9,2a44b87c-0294-4fe0-b356-5a713ef8d3f9,128.208.123.111,realtime
SF11C31122174682754990,SF11E1832378,35.963,-91.019,RX,799.999998013,201710140000Z,10.0,AR,USA,05075,http://128.208.123.111/smartfire/events/2a44b87c-0294-4fe0-b356-5a713ef8d3f9,2a44b87c-0294-4fe0-b356-5a713ef8d3f9,128.208.123.111,realtime
SF11C31122184682754990,SF11E1833610,29.823,-90.969,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/427a8b62-d16e-47ee-b3e8-592799ce763d,427a8b62-d16e-47ee-b3e8-592799ce763d,128.208.123.111,realtime
SF11C31122194682754990,SF11E1830715,29.949,-91.071,RX,99.9999997516,201710140000Z,10.0,LA,USA,22007,http://128.208.123.111/smartfire/events/9cf4993e-f386-4ac7-b1b5-2552e5b8893a,9cf4993e-f386-4ac7-b1b5-2552e5b8893a,128.208.123.111,realtime
SF11C31122204682754990,SF11E1831023,30.237,-91.269,RX,99.9999997516,201710140000Z,10.0,LA,USA,22047,http://128.208.123.111/smartfire/events/bbce331e-a776-4ba5-90b2-9e1954fa3019,bbce331e-a776-4ba5-90b2-9e1954fa3019,128.208.123.111,realtime
SF11C31122214682754990,SF11E1833544,30.365,-91.82,RX,299.999999255,201710140000Z,,,,,http://128.208.123.111/smartfire/events/6697b1a6-589c-4e6c-b1d1-940f08e3385c,6697b1a6-589c-4e6c-b1d1-940f08e3385c,128.208.123.111,realtime
SF11C31122224682754990,SF11E1833577,30.934,-91.6,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/95a88eca-ed81-42eb-b916-dc4e4336fd0c,95a88eca-ed81-42eb-b916-dc4e4336fd0c,128.208.123.111,realtime
SF11C31122234682754990,SF11E1833944,31.97,-92.008,RX,1329.9999967,201710140000Z,,,,,http://128.208.123.111/smartfire/events/1e25ee8d-4320-45b1-bf20-a9d718310ac4,1e25ee8d-4320-45b1-bf20-a9d718310ac4,128.208.123.111,realtime
SF11C31122244682754990,SF11E1833528,30.479,-94.055,RX,839.999997914,201710140000Z,,,,,http://128.208.123.111/smartfire/events/95aa87b8-8b88-4605-9621-19a2d7ea5502,95aa87b8-8b88-4605-9621-19a2d7ea5502,128.208.123.111,realtime
SF11C31122254682754990,SF11E1833419,30.721,-94.773,RX,629.999998435,201710140000Z,,,,,http://128.208.123.111/smartfire/events/ea3ce0d6-b22b-4bdd-83cd-3c4a00bfd2ac,ea3ce0d6-b22b-4bdd-83cd-3c4a00bfd2ac,128.208.123.111,realtime
SF11C31122264682754990,SF11E1824360,30.822,-91.745,RX,199.999999503,201710140000Z,10.0,LA,USA,22077,http://128.208.123.111/smartfire/events/a8d4d755-1a18-4794-9e05-88bbf68acd74,a8d4d755-1a18-4794-9e05-88bbf68acd74,128.208.123.111,realtime
SF11C31122274682754990,SF11E1833931,30.436,-91.197,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/80bb78d7-7102-47d5-84e6-47565be4216c,80bb78d7-7102-47d5-84e6-47565be4216c,128.208.123.111,realtime
SF11C31122284682754990,SF11E1833722,29.7,-90.822,RX,199.999999503,201710140000Z,,,,,http://128.208.123.111/smartfire/events/1771577c-373e-476a-9542-d4194a50fd84,1771577c-373e-476a-9542-d4194a50fd84,128.208.123.111,realtime
SF11C31122294682754990,SF11E1833955,34.812,-95.91,RX,487.999998788,201710140000Z,,,,,http://128.208.123.111/smartfire/events/65873937-ca48-4852-b4d2-c41937be4c71,65873937-ca48-4852-b4d2-c41937be4c71,128.208.123.111,realtime
SF11C31122304682754990,SF11E1815441,39.302,-123.184,WF,149.999999627,201710140000Z,10.0,CA,USA,06045,http://128.208.123.111/smartfire/events/76963ed2-9abf-49ad-9df9-8d6979c640fb,76963ed2-9abf-49ad-9df9-8d6979c640fb,128.208.123.111,realtime
SF11C31122314682754990,SF11E1820799,30.176,-91.188,RX,99.9999997516,201710140000Z,10.0,LA,USA,22047,http://128.208.123.111/smartfire/events/179c81bb-fee7-4aa5-8200-7171f742055b,179c81bb-fee7-4aa5-8200-7171f742055b,128.208.123.111,realtime
SF11C31122324682754990,SF11E1833735,54.515,-126.563,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/1f6febda-4a9c-4364-a147-d8135c88f749,1f6febda-4a9c-4364-a147-d8135c88f749,128.208.123.111,realtime
SF11C31122334682754990,SF11E1833884,54.11,-126.51,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/6e4da007-e193-4d3d-8565-b15db88b7144,6e4da007-e193-4d3d-8565-b15db88b7144,128.208.123.111,realtime
SF11C31122344682754990,SF11E1833895,26.44,-80.703,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/f5e20b11-7ec2-4131-829c-6a7ab669b433,f5e20b11-7ec2-4131-829c-6a7ab669b433,128.208.123.111,realtime
SF11C31122354682754990,SF11E1815370,38.842,-120.291,WF,551.999998629,201710140000Z,10.0,CA,USA,06017,http://128.208.123.111/smartfire/events/a893ef6e-13c3-45c0-b10a-6f77757159a0,a893ef6e-13c3-45c0-b10a-6f77757159a0,128.208.123.111,realtime
SF11C31122364682754990,SF11E1832378,35.739,-91.182,RX,899.999997765,201710140000Z,10.0,AR,USA,05067,http://128.208.123.111/smartfire/events/2a44b87c-0294-4fe0-b356-5a713ef8d3f9,2a44b87c-0294-4fe0-b356-5a713ef8d3f9,128.208.123.111,realtime
SF11C31122374682754990,SF11E1833935,40.162,-118.462,WF,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/1d001d97-21e7-4953-9b4d-23960474dd1c,1d001d97-21e7-4953-9b4d-23960474dd1c,128.208.123.111,realtime
SF11C31122384682754990,SF11E1833727,53.163,-106.452,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/6dda4316-bf9b-48a8-8ebc-be53cba20f95,6dda4316-bf9b-48a8-8ebc-be53cba20f95,128.208.123.111,realtime
SF11C31122394682754990,SF11E1833651,53.459,-105.41,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/3f6c20bb-8187-46dc-86bf-cc35e5460b65,3f6c20bb-8187-46dc-86bf-cc35e5460b65,128.208.123.111,realtime
SF11C31122404682754990,SF11E1833913,53.051,-104.742,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/b73016e4-dbae-47a8-91e8-e771aa5c1075,b73016e4-dbae-47a8-91e8-e771aa5c1075,128.208.123.111,realtime
SF11C31122414682754990,SF11E1833473,53.128,-104.792,RX,99.9999997516,201710140000Z,,,,,http://128.208.123.111/smartfire/events/7cdc2fc1-b6b4-479c-814b-45442432c430,7cdc2fc1-b6b4-479c-814b-45442432c430,128.208.123.111,realtime
